HSY,14.19,1589.2866654829547
HES,19.6,242.656005859375
HPE,4.31,None
HLT,25.63,None
HOLX,25.49,None
HD,24.07,13851.122313001548
HON,-2.54,2279.2179067853353
HRL,8.27,2057.3138828695255
HST,30.09,-50.91046889640174
HWM,13.58,None
HPQ,4.31,786.0433411762228
HUM,13.88,1310.0690118197736
HBAN,2.38,inf
HII,22.95,None
IT,37.03,None
IEX,12.02,5942.847128887497
IDXX,22.65,None
INFO,32.94,None
ITW,17.34,3501.066623263889
ILMN,20.62,None
INCY,20.62,None
IR,27.15,None
INTC,13.07,4326.2918853580995
ICE,38.05,None
IBM,-77.26,400.6658105822549
IP,12.67,73.82856786633931
IPG,23.16,319.3207719519718
IFF,4.21,368.0665265114535
INTU,20.21,None
ISRG,23.77,None
IVZ,28.03,None
IPGP,23.16,None
IQV,12.36,None
IRM,8.5,None
JKHY,20.92,inf
J,34.15,inf
JBHT,34.15,inf
JNJ,9.48,1983.3333333333333
JCI,2.99,244.1790195696916
JPM,6.34,1099.9039428740252
JNPR,16.83,None
KMX,35.17,None
KO,11.75,994.4836984272875
KSU,27.93,None
K,5.12,265.0612344547194
KEY,5.73,126.77173686042464
KEYS,12.56,None
KMB,15.0,651.1847395992806
KIM,19.2,None
KMI,11.85,None
KLAC,19.1,inf
KHC,13.99,None
KR,22.14,1593.0908203125
LNT,-8.43,310.15228426395936
LHX,19.6,2181.350665730951
LH,25.8,None
LRCX,19.4,inf
LW,27.42,None
LVS,21.74,None
LEG,18.86,1061.4514314675632
LDOS,23.26,None
LEN,11.85,2186.267450453681
LLY,2.04,866.3766139168191
LNC,18.59,227.64779976578876
LIN,7.35,None
LYV,21.63,None
LKQ,19.4,None
LMT,22.55,2674.139319684945
L,21.16,331.1290381378986
LOW,24.58,17342.99971464775
LUMN,13.88,-5.014389453421209
LYB,6.64,None
LUV,19.4,4184.306545306507
MMM,-12.11,742.9279975832695
MO,12.97,192.65671215129595
MTB,19.3,inf
MRO,13.48,-23.304330650693682
MPC,22.55,None
MKTX,23.46,None
MAR,21.63,None
MMC,13.68,800.9291848631502
MLM,34.56,None
MAS,13.38,382.10433559618986
MA,29.99,None
MTCH,23.16,None
MKC,28.74,inf
MCD,24.98,2391.0221354166665
MCK,13.28,None
MDT,14.59,5429.982006561109
MRK,-2.34,517.569336051074
MET,30.2,None
MTD,17.44,None
MGM,18.59,inf
MCHP,25.39,None
MU,35.51,7449.629515206159
MSFT,30.7,34091.71973470732
MAA,0.55,None
MRNA,18.08,None
MHK,14.19,None
MDLZ,15.31,None
MPWR,30.4,None
MNST,20.52,inf
MCO,1.16,None
MS,-9.95,None
MOS,27.42,35.03545666417332
MSI,14.49,787.3468786157879
MSCI,33.44,None
NDAQ,22.04,None
NTAP,26.74,None
NFLX,19.71,None
NWL,12.16,83.11110400648975
NEM,15.0,66.80628258657639
NWSA,10.23,None
NWS,10.23,None
NEE,11.45,1591.007140680408
NLSN,27.45,None
NKE,10.84,16364.777975799776
NI,16.86,500.95275629572666
NSC,23.77,1604.87800912443
NTRS,9.99,inf
NOC,21.33,3582.0810666130037
NLOK,20.92,inf
NCLH,32.22,None
NRG,10.94,None
NUE,32.12,1249.9116583521586
NVDA,20.42,None
NVR,22.75,76570.47526041666
NXPI,21.63,None
NOW,28.98,None
ORLY,22.95,None
OXY,12.97,24.90206899634615
ODFL,29.79,None
OMC,29.25,inf
OKE,14.39,993.622740715538
ORCL,24.41,11556.684333977864
OGN,20.42,None
OTIS,19.71,None
O,22.95,None
PEAK,6.58,302.8835415704241
PCAR,28.74,1918.0909820114166
PKG,19.87,None
PH,36.79,3141.4660549152495
PAYX,26.3,inf
PAYC,28.88,None
PYPL,12.06,None
PENN,26.34,None
PNR,26.0,1517.8379787087983
PBCT,18.86,1155.196683579938
PEP,14.59,1280.3114474176648
PKI,15.2,1615.2941535500918
PFE,4.61,1196.850615612054
PM,19.2,None
PSX,13.07,None
PNW,22.65,573.1063518118351
PXD,19.81,None
PNC,4.61,578.1818043101918
POOL,32.22,None
PPG,13.99,1290.036815807132
PPL,-4.57,177.5753964094061
PFG,12.12,None
PG,36.79,1511.5621079493615
PGR,-46.06,9011.277243732295
PLD,22.45,None
PRU,-4.47,None
PTC,26.54,inf
PEG,11.25,294.4070731644082
PSA,26.81,1893.9091075550425
PHM,23.36,2617.333221435547
PVH,22.75,1092.0000076293945
PWR,20.42,None
QRVO,24.98,None
QCOM,18.28,None
RE,14.39,None
RL,24.48,None
RJF,4.51,9999.098123128219
RTX,20.72,1503.811059720757
REG,28.77,None
REGN,20.52,None
RF,12.77,inf
RSG,26.91,None
RMD,29.69,None
RHI,23.87,inf
ROK,20.28,988.2210241496892
ROL,23.77,5283.132875370059
ROP,21.29,None
ROST,34.56,26182.636970063028
RCL,23.46,None
SCHW,13.68,16087.520771881154
STZ,18.65,None
SJM,20.18,None
SPGI,10.84,4437.162376469017
SBAC,21.84,None
SLB,19.81,86.13611990244601
STX,19.3,None
SEE,26.2,1624.5508982035929
SRE,-17.49,None
SHW,27.32,8283.884453112178
SPG,26.91,None
SWKS,23.36,12767.424646806814
SNA,11.92,671.4614650162057
SO,-32.59,586.8467860212393
SWK,27.11,791.0688556608607
SBUX,8.67,None
STT,10.64,1304.176033068003
STE,23.26,None
SYK,15.0,14918.666704963234
SIVB,3.7,inf
SYF,21.53,None
SNPS,13.88,None
SYY,15.1,1736.3664482694223
T,29.79,92.65306795589723
TECH,37.03,inf
TAP,16.22,339.85628596322977
TMUS,21.13,None
TROW,21.8,7578.439405487805
TTWO,22.14,None
TPR,27.42,None
TGT,15.81,3126.7679293226856
TEL,31.72,None
TDY,20.28,None
TFX,12.77,3628.279149255087
TER,23.46,4311.162904251453
TSLA,30.09,None
TXN,7.35,7187.887186399648
TXT,5.83,664.2256360176282
TMO,15.1,4709.056724920442
TJX,22.65,13196.000671386719
TSCO,31.62,None
TT,19.57,2601.8532477358954
TDG,24.68,None
TRV,3.8,779.1579026442308
TRMB,25.59,None
TFC,6.03,inf
TWTR,20.31,None
TYL,22.95,14901.73870584239
TSN,13.07,654.6268747813666
UDR,15.31,inf
ULTA,22.55,None
USB,-20.68,1852.8942968734302
UAA,22.85,None
UA,22.85,None
UNP,21.13,3004.873417809265
UAL,23.16,None
UNH,12.46,inf
UPS,0.31,None
URI,21.02,None
UHS,27.15,inf
VLO,12.26,1485.2411340385634
VTR,21.74,None
VRSN,33.14,None
VRSK,36.59,None
VZ,14.09,140.45649000724887
VRTX,23.87,None
VFC,23.36,2039.5921139868726
VIAC,20.62,None
VTRS,25.8,464.1016651371105
V,36.73,None
VNO,22.85,587.7483874525686
VMC,28.13,879.5877563898996
WRB,-4.06,2551.3299860697275
WAB,12.67,None
WMT,22.85,2422.1506426411293
WBA,17.23,1355.3422223916714
WM,27.35,inf
WAT,17.78,None
WEC,10.91,774.4516457112111
WFC,-431.46,1013.1560750090317
WELL,29.99,inf
WST,20.79,5853.8826337826795
WDC,20.92,1038.5945912953969
WU,23.05,None
WRK,34.56,None
WY,18.18,21.179719564552137
WHR,3.5,441.7930866109914
WMB,4.1,315.37830902467095
WLTW,19.3,None
WYNN,21.74,None
XRAY,11.04,inf
XOM,13.99,241.55102165377872
XEL,2.75,235.33545545876598
XLNX,23.26,None
XYL,13.38,None
YUM,25.93,None
ZBRA,12.87,None
ZBH,25.49,None
ZION,38.45,1103.6491527891994
ZTS,21.74,None
